nid,title,type,doc_type,BoL
140901,"DOL Advisory Opinion 1975-137A",document,1827,127
140902,"DOL Advisory Opinion 1975-138",document,1827,127
140903,"DOL Advisory Opinion 1975-14",document,1827,127
140904,"DOL Advisory Opinion 1975-141",document,1827,127
140905,"DOL Advisory Opinion 1975-143",document,1827,127
140906,"DOL Advisory Opinion 1975-144",document,1827,127
140907,"DOL Advisory Opinion 1975-145",document,1827,127
140908,"DOL Advisory Opinion 1975-146",document,1827,127
140909,"DOL Advisory Opinion 1975-147",document,1827,127
140910,"DOL Advisory Opinion 1975-16",document,1827,127
140911,"DOL Advisory Opinion 1975-17A",document,1827,127
140912,"DOL Advisory Opinion 1975-18",document,1827,127
140913,"DOL Advisory Opinion 1975-19",document,1827,127
140914,"DOL Advisory Opinion 1975-20A",document,1827,127
140915,"DOL Advisory Opinion 1975-21A",document,1827,127
140916,"DOL Advisory Opinion 1975-22",document,1827,127
140917,"DOL Advisory Opinion 1975-24A",document,1827,127
140918,"DOL Advisory Opinion 1975-25A",document,1827,127
140919,"DOL Advisory Opinion 1975-26A",document,1827,127
140920,"DOL Advisory Opinion 1975-27A",document,1827,127
140921,"DOL Advisory Opinion 1975-28A",document,1827,127
140922,"DOL Advisory Opinion 1975-29A",document,1827,127
140923,"DOL Advisory Opinion 1975-30A",document,1827,127
140924,"DOL Advisory Opinion 1975-31A",document,1827,127
140925,"DOL Advisory Opinion 1975-32A",document,1827,127
140926,"DOL Advisory Opinion 1975-33A",document,1827,127
140927,"DOL Advisory Opinion 1975-34A",document,1827,127
140929,"DOL Advisory Opinion 1975-35A",document,1827,127
140930,"DOL Advisory Opinion 1975-36A",document,1827,127
140931,"DOL Advisory Opinion 1975-37A",document,1827,127
140932,"DOL Advisory Opinion 1975-39",document,1827,127
140933,"DOL Advisory Opinion 1975-40",document,1827,127
140934,"DOL Advisory Opinion 1975-41",document,1827,127
140935,"DOL Advisory Opinion 1975-44A",document,1827,127
140936,"DOL Advisory Opinion 1975-46",document,1827,127
140937,"DOL Advisory Opinion 1975-47",document,1827,127
140938,"DOL Advisory Opinion 1975-48",document,1827,127
140939,"DOL Advisory Opinion 1975-58A",document,1827,127
140940,"DOL Advisory Opinion 1975-60A",document,1827,127
140941,"DOL Advisory Opinion 1975-61A",document,1827,127
140942,"DOL Advisory Opinion 1975-62A",document,1827,127
140943,"DOL Advisory Opinion 1975-63A",document,1827,127
140944,"DOL Advisory Opinion 1975-64A",document,1827,127
140945,"DOL Advisory Opinion 1975-66A",document,1827,127
140946,"DOL Advisory Opinion 1975-67A",document,1827,127
140947,"DOL Advisory Opinion 1975-70A",document,1827,127
140948,"DOL Advisory Opinion 1975-71",document,1827,127
140949,"DOL Advisory Opinion 1975-79A",document,1827,127
140950,"DOL Advisory Opinion 1975-80A",document,1827,127
140951,"DOL Advisory Opinion 1975-81A",document,1827,127
140952,"DOL Advisory Opinion 1975-83A",document,1827,127
140953,"DOL Advisory Opinion 1975-86",document,1827,127
140954,"DOL Advisory Opinion 1975-87",document,1827,127
140955,"DOL Advisory Opinion 1975-89",document,1827,127
140956,"DOL Advisory Opinion 1975-90A",document,1827,127
140957,"DOL Advisory Opinion 1975-93",document,1827,127
140958,"DOL Advisory Opinion 1975-94",document,1827,127
140959,"DOL Advisory Opinion 1975-95",document,1827,127
140960,"DOL Advisory Opinion 1977-78A",document,1827,127
140961,"DOL Advisory Opinion 1977-79-80A",document,1827,127
140962,"DOL Advisory Opinion 1977-81A",document,1827,127
140963,"DOL Advisory Opinion 1977-82A",document,1827,127
140964,"DOL Advisory Opinion 1977-83",document,1827,127
140965,"DOL Advisory Opinion 1977-84A",document,1827,127
140966,"DOL Advisory Opinion 1977-85",document,1827,127
140967,"DOL Advisory Opinion 1977-86A",document,1827,127
140968,"DOL Advisory Opinion 1977-87A",document,1827,127
140969,"DOL Advisory Opinion 1977-88A",document,1827,127
140970,"DOL Advisory Opinion 1977-89A",document,1827,127
140971,"DOL Advisory Opinion 1977-90A",document,1827,127
140972,"DOL Advisory Opinion 1977-91A",document,1827,127
140973,"DOL Advisory Opinion 1977-92",document,1827,127
140974,"DOL Advisory Opinion 1977-56A",document,1827,127
140975,"DOL Advisory Opinion 1977-57A",document,1827,127
140977,"DOL Advisory Opinion 1977-58A",document,1827,127
140978,"DOL Advisory Opinion 1977-59A",document,1827,127
140980,"DOL Advisory Opinion 1977-60-61A",document,1827,127
140981,"DOL Advisory Opinion 1977-62-63A",document,1827,127
140982,"DOL Advisory Opinion 1977-64-65A",document,1827,127
140983,"DOL Advisory Opinion 1977-66-67A",document,1827,127
140984,"DOL Advisory Opinion 1977-68A",document,1827,127
140985,"DOL Advisory Opinion 1977-69-70A",document,1827,127
140986,"DOL Advisory Opinion 1977-71",document,1827,127
140987,"DOL Advisory Opinion 1977-72",document,1827,127
140988,"DOL Advisory Opinion 1977-73A",document,1827,127
140989,"DOL Advisory Opinion 1977-74A",document,1827,127
140990,"DOL Advisory Opinion 1977-75A",document,1827,127
140991,"DOL Advisory Opinion 1977-76A",document,1827,127
140992,"DOL Advisory Opinion 1977-77A",document,1827,127
140993,"DOL Advisory Opinion 1976-01",document,1827,127
140994,"DOL Advisory Opinion 1976-02A",document,1827,127
140995,"DOL Advisory Opinion 1976-03",document,1827,127
140996,"DOL Advisory Opinion 1976-04",document,1827,127
140997,"DOL Advisory Opinion 1976-05",document,1827,127
140998,"DOL Advisory Opinion 1976-06",document,1827,127
140999,"DOL Advisory Opinion 1976-07",document,1827,127
141000,"DOL Advisory Opinion 1976-08",document,1827,127
141001,"DOL Advisory Opinion 1976-09A",document,1827,127
141002,"DOL Advisory Opinion 1976-100",document,1827,127
141003,"DOL Advisory Opinion 1976-101",document,1827,127
141004,"DOL Advisory Opinion 1976-102A",document,1827,127
141005,"DOL Advisory Opinion 1976-103",document,1827,127
141006,"DOL Advisory Opinion 1976-104A",document,1827,127
141007,"DOL Advisory Opinion 1976-105",document,1827,127
141008,"DOL Advisory Opinion 1976-106",document,1827,127
141009,"DOL Advisory Opinion 1976-107A",document,1827,127
141010,"DOL Advisory Opinion 1976-108",document,1827,127
141011,"DOL Advisory Opinion 1976-109",document,1827,127
141012,"DOL Advisory Opinion 1976-110A",document,1827,127
141013,"DOL Advisory Opinion 1976-111A",document,1827,127
141014,"DOL Advisory Opinion 1976-112A",document,1827,127
141015,"DOL Advisory Opinion 1976-113",document,1827,127
141016,"DOL Advisory Opinion 1976-114",document,1827,127
141017,"DOL Advisory Opinion 1976-115A",document,1827,127
141018,"DOL Advisory Opinion 1976-116A",document,1827,127
141019,"DOL Advisory Opinion 1976-117",document,1827,127
141020,"DOL Advisory Opinion 1976-118",document,1827,127
141021,"DOL Advisory Opinion 1976-119",document,1827,127
141022,"DOL Advisory Opinion 1976-12",document,1827,127
141023,"DOL Advisory Opinion 1976-120",document,1827,127
141024,"DOL Advisory Opinion 1976-121A",document,1827,127
141025,"DOL Advisory Opinion 1976-122A",document,1827,127
141026,"DOL Advisory Opinion 1976-123A",document,1827,127
141027,"DOL Advisory Opinion 1976-124",document,1827,127
141028,"DOL Advisory Opinion 1976-125A",document,1827,127
141029,"DOL Advisory Opinion 1976-126A",document,1827,127
141030,"DOL Advisory Opinion 1976-127",document,1827,127
141031,"DOL Advisory Opinion 1976-128A",document,1827,127
141032,"DOL Advisory Opinion 1976-129",document,1827,127
141034,"DOL Advisory Opinion 1976-130",document,1827,127
141035,"DOL Advisory Opinion 1976-131",document,1827,127
141036,"DOL Advisory Opinion 1976-132",document,1827,127
141037,"DOL Advisory Opinion 1976-14",document,1827,127
141038,"DOL Advisory Opinion 1976-15",document,1827,127
141039,"DOL Advisory Opinion 1976-16",document,1827,127
141040,"DOL Advisory Opinion 1976-17A",document,1827,127
141041,"DOL Advisory Opinion 1976-19",document,1827,127
141042,"DOL Advisory Opinion 1976-20A",document,1827,127
141043,"DOL Advisory Opinion 1976-21",document,1827,127
141044,"DOL Advisory Opinion 1976-28A",document,1827,127
141045,"DOL Advisory Opinion 1976-31",document,1827,127
141046,"DOL Advisory Opinion 1976-32",document,1827,127
141047,"DOL Advisory Opinion 1976-33",document,1827,127
141048,"DOL Advisory Opinion 1976-35A",document,1827,127
141049,"DOL Advisory Opinion 1976-36",document,1827,127
141050,"DOL Advisory Opinion 1976-38",document,1827,127
141051,"DOL Advisory Opinion 1976-47",document,1827,127
141052,"DOL Advisory Opinion 1976-50A",document,1827,127
141053,"DOL Advisory Opinion 1976-52",document,1827,127
141054,"DOL Advisory Opinion 1976-53",document,1827,127
141055,"DOL Advisory Opinion 1976-54A",document,1827,127
141056,"DOL Advisory Opinion 1976-55A",document,1827,127
141057,"DOL Advisory Opinion 1976-56A",document,1827,127
141058,"DOL Advisory Opinion 1976-57",document,1827,127
141059,"DOL Advisory Opinion 1976-59",document,1827,127
141060,"DOL Advisory Opinion 1976-62",document,1827,127
141061,"DOL Advisory Opinion 1976-65",document,1827,127
141062,"DOL Advisory Opinion 1976-66",document,1827,127
141063,"DOL Advisory Opinion 1976-67A",document,1827,127
141064,"DOL Advisory Opinion 1976-68",document,1827,127
141065,"DOL Advisory Opinion 1976-69",document,1827,127
141066,"DOL Advisory Opinion 1976-70",document,1827,127
141067,"DOL Advisory Opinion 1976-71A",document,1827,127
141068,"DOL Advisory Opinion 1976-72",document,1827,127
141069,"DOL Advisory Opinion 1976-74",document,1827,127
141070,"DOL Advisory Opinion 1976-79A",document,1827,127
141071,"DOL Advisory Opinion 1976-80",document,1827,127
141072,"DOL Advisory Opinion 1978-01A",document,1827,127
141073,"DOL Advisory Opinion 1976-81A",document,1827,127
141074,"DOL Advisory Opinion 1976-82A",document,1827,127
141075,"DOL Advisory Opinion 1978-02A",document,1827,127
141076,"DOL Advisory Opinion 1976-84",document,1827,127
141077,"DOL Advisory Opinion 1976-88",document,1827,127
141078,"DOL Advisory Opinion 1976-89A",document,1827,127
141079,"DOL Advisory Opinion 1978-03A",document,1827,127
141080,"DOL Advisory Opinion 1976-90",document,1827,127
141081,"DOL Advisory Opinion 1976-91",document,1827,127
141082,"DOL Advisory Opinion 1976-92A",document,1827,127
141083,"DOL Advisory Opinion 1978-04A",document,1827,127
141084,"DOL Advisory Opinion 1976-93",document,1827,127
141085,"DOL Advisory Opinion 1978-05A",document,1827,127
141086,"DOL Advisory Opinion 1976-94A",document,1827,127
141087,"DOL Advisory Opinion 1978-06A",document,1827,127
141088,"DOL Advisory Opinion 1976-95",document,1827,127
141089,"DOL Advisory Opinion 1976-96A",document,1827,127
141090,"DOL Advisory Opinion 1978-07A",document,1827,127
141091,"DOL Advisory Opinion 1976-97",document,1827,127
141092,"DOL Advisory Opinion 1978-08A",document,1827,127
141093,"DOL Advisory Opinion 1976-98",document,1827,127
141094,"DOL Advisory Opinion 1978-09A",document,1827,127
141095,"DOL Advisory Opinion 1978-10A",document,1827,127
141096,"DOL Advisory Opinion 1978-11A",document,1827,127
141097,"DOL Advisory Opinion 1978-12A",document,1827,127
141098,"DOL Advisory Opinion 1978-13A",document,1827,127
141099,"DOL Advisory Opinion 1978-14A",document,1827,127
141100,"DOL Advisory Opinion 1978-15A",document,1827,127
141101,"DOL Advisory Opinion 1978-16A",document,1827,127
141102,"DOL Advisory Opinion 1978-17A",document,1827,127
141103,"DOL Advisory Opinion 1978-18A",document,1827,127
141104,"DOL Advisory Opinion 1978-19A",document,1827,127
141105,"DOL Advisory Opinion 1978-20A",document,1827,127
141106,"DOL Advisory Opinion 1978-21A",document,1827,127
141107,"DOL Advisory Opinion 1978-22A",document,1827,127
141108,"DOL Advisory Opinion 1978-23A",document,1827,127
141109,"DOL Advisory Opinion 1978-24A",document,1827,127
141110,"DOL Advisory Opinion 1978-25A",document,1827,127
141111,"DOL Advisory Opinion 1978-27A",document,1827,127
141112,"DOL Advisory Opinion 1978-28A",document,1827,127
141113,"DOL Advisory Opinion 1978-29",document,1827,127
141114,"DOL Advisory Opinion 1978-30A",document,1827,127
141115,"DOL Advisory Opinion 1978-31A",document,1827,127
141116,"DOL Advisory Opinion 1978-32A",document,1827,127
141117,"DOL Advisory Opinion 1978-33A",document,1827,127
141118,"DOL Advisory Opinion 1978-26A",document,1827,127
141119,"DOL Advisory Opinion 1976-83",document,1827,127
141120,"DOL Advisory Opinion 1976-99",document,1827,127
141121,"DOL Advisory Opinion 1977-04",document,1827,127
141122,"DOL Advisory Opinion 1977-05",document,1827,127
141123,"DOL Advisory Opinion 1977-49",document,1827,127
141124,"DOL Advisory Opinion 1979-17",document,1827,127
141125,"DOL Advisory Opinion 1980-05",document,1827,127
141126,"DOL Advisory Opinion 1980-06",document,1827,127
141127,"DOL Advisory Opinion 1980-07",document,1827,127
141128,"DOL Advisory Opinion 1980-08",document,1827,127
141129,"DOL Advisory Opinion 1980-10",document,1827,127
141130,"DOL Advisory Opinion 1980-11",document,1827,127
141131,"DOL Advisory Opinion 1980-16",document,1827,127
141132,"DOL Advisory Opinion 1980-21",document,1827,127
141133,"DOL Advisory Opinion 1981-19",document,1827,127
141134,"DOL Advisory Opinion 1983-16",document,1827,127
141135,"DOL Advisory Opinion 1983-56",document,1827,127
141136,"DOL Advisory Opinion 1983-57",document,1827,127
141137,"DOL Advisory Opinion 1983-58",document,1827,127
141138,"DOL Advisory Opinion 1984-22",document,1827,127
141139,"DOL Advisory Opinion 1984-38",document,1827,127
141140,"DOL Advisory Opinion 1985-002",document,1827,127
141141,"DOL Advisory Opinion 1985-003",document,1827,127
141142,"DOL Advisory Opinion 1985-017",document,1827,127
141143,"DOL Advisory Opinion 1997-21A",document,1827,127
141144,"DOL Advisory Opinion 1981-69",document,1827,127
141145,"DOL Advisory Opinion 1976-76",document,1827,127
141146,"DOL Advisory Opinion 1986-07A",document,1827,127
141147,"DOL Advisory Opinion 1987-01A",document,1827,127
141148,"DOL Advisory Opinion 1990-17A",document,1827,127
141149,"DOL Advisory Opinion 1990-38A",document,1827,127
141150,"DOL Advisory Opinion 2009-02A",document,1827,127
141151,"DOL Advisory Opinion 2011-06A",document,1827,127
141152,"DOL Advisory Opinion 2011-05A",document,1827,127
141153,"DOL Advisory Opinion 2011-04A",document,1827,127
141154,"DOL Advisory Opinion 2011-03A",document,1827,127
141155,"DOL Advisory Opinion 2011-02A",document,1827,127
141156,"DOL Advisory Opinion 2011-01A",document,1827,127
141157,"DOL Advisory Opinion 2010-01A",document,1827,127
141158,"DOL Advisory Opinion 2009-04A",document,1827,127
141159,"DOL Advisory Opinion 2009-03A",document,1827,127
141160,"DOL Advisory Opinion 2012-04A",document,1827,127
141161,"DOL Advisory Opinion 2012-03A",document,1827,127
141162,"DOL Advisory Opinion 2012-02A",document,1827,127
141163,"DOL Advisory Opinion 2012-02R",document,1827,127
141164,"DOL Field Assistance Bulletin 2012-01",document,1829,127
141165,"DOL Field Assistance Bulletin 2010-01",document,1829,127
141166,"DOL Field Assistance Bulletin 2009-03",document,1829,127
141167,"DOL Field Assistance Bulletin 2009-02",document,1829,127
141168,"DOL Field Assistance Bulletin 2009-01",document,1829,127
141169,"DOL Field Assistance Bulletin 2008-04",document,1829,127
141170,"DOL Field Assistance Bulletin 2008-03",document,1829,127
141171,"DOL Field Assistance Bulletin 2008-02",document,1829,127
141172,"DOL Field Assistance Bulletin 2008-01",document,1829,127
141173,"DOL Field Assistance Bulletin 2007-04",document,1829,127
141174,"DOL Field Assistance Bulletin 2007-03",document,1829,127
141175,"DOL Field Assistance Bulletin 2007-02",document,1829,127
141176,"DOL Field Assistance Bulletin 2007-01",document,1829,127
141177,"DOL Field Assistance Bulletin 2006-03",document,1829,127
141178,"DOL Field Assistance Bulletin 2006-02",document,1829,127
141179,"DOL Field Assistance Bulletin 2006-01",document,1829,127
141180,"DOL Field Assistance Bulletin 2004-03",document,1829,127
141181,"DOL Field Assistance Bulletin 2004-02",document,1829,127
141182,"DOL Field Assistance Bulletin 2004-01",document,1829,127
141183,"DOL Field Assistance Bulletin 2003-03",document,1829,127
141184,"DOL Field Assistance Bulletin 2003-02",document,1829,127
141185,"DOL Field Assistance Bulletin 2003-01",document,1829,127
141186,"DOL Field Assistance Bulletin 2002-03",document,1829,127
141187,"DOL Field Assistance Bulletin 2002-02",document,1829,127
141188,"DOL Field Assistance Bulletin 2002-01",document,1829,127
141189,"DOL Field Assistance Bulletin 2013-02",document,1829,127
141190,"DOL Field Assistance Bulletin 2013-01",document,1829,127
141191,"DOL Advisory Opinion 2013-03A",document,1827,127
141192,"DOL Advisory Opinion 2013-02A",document,1827,127
141193,"DOL Advisory Opinion 2013-01A",document,1827,127
141194,"DOL Field Assistance Bulletin 2014-01",document,1829,127
141195,"DOL Advisory Opinion 2012-05A",document,1827,127
141196,"DOL Advisory Opinion 2012-06A",document,1827,127
141197,"DOL Advisory Opinion 2013-05A",document,1827,127
141198,"DOL Advisory Opinion 2013-04A",document,1827,127
158033,"IRC 26 USC 4941 - Taxes on self-dealing",statute,NULL,127
158102,"IRC 26 USC 4975 - Tax on prohibited transactions",statute,NULL,127
159789,"ERISA Rules (29 CFR 2509-90)",rule,NULL,127
165493,"Protecting Investors: A Half Century of Investment Company Regulation",document,289,127
166237,"DOL Fiduciary Rule (Proposed)",document,4165,127
166259,"Prohibited Transaction Class Exemptions",document,250,127
166260,"Employee Benefits Security Administration Enforcement Manual",document,280,127
166492,"Judith McCormick",document,280,127
166494,"Venus Conklin",document,280,127
